 Time        Air_Temp    MachNo_N    IAS         TAS         Press_Alt   Pot_Temp_T1 Pitot_Wing  CABIN_PRES  STATIC_PR   DEWPT       MixingRatio DewPoint    FrostPoint  POS_Roll    POS_Pitch   POS_Head    POSZ_Acc    POS_Lat     POS_Lon     POS_Alt     POS_Spd     POS_Trk     Alpha       Beta        VERT_VEL    Wind_Z      Wind_M      Wind_D      TURB        King_LWC_ad Nev_TWC     Nev_LWCcor  CDP_Conc    CDP_LWC     CDP_MenD    CDP_VolDia  CDP_EffRad  2-DC_Conc   2-DC_MenD   2-DC_VolDia 2-DC_EffRad IceMSOFreq  CPCConc     TSG_Date   
 second      degC        None        m/s         m/s         m           decK        hPa         hPa         hPa         degC        ppmw        C           C           degrees     degrees     degrees     MPsec2      degrees     degrees     m           MPsec       degrees     degrees     degrees     MPsec       MPsec       MPsec       degrees     cm^2/3*s^-1 g/m^3       g/m^3       g/m^3       #/cm^3      g/m^3       um          um          um          #/cm^3      um          um          um          Hz          #/cm^3      stamp      
  61051.2000    -39.4585      0.4411     80.9130    135.1807   9504.6494    334.6916     41.5266    870.8352    284.6329 999999.9999    257.2080    -45.0472    -41.2795 -12.7920000   4.3472001 307.9775987     -0.6439  36.6484035  -97.456769  9937.46992   124.30520 309.6292004      3.7356     -1.9657     -0.4120     -1.0560     13.0500    275.0933      0.7424      0.0031      0.0080     -0.0055    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990    538.0000      110601
  61052.2000    -39.4519      0.4415     80.9971    135.3163   9504.4145    334.6977     41.5882    870.8117    284.6430 999999.9999    255.7431    -45.0838    -41.3143 -12.7024000   4.5124000 307.2031959     -0.6443  36.6491086  -97.457841  9937.27480   124.25760 308.5371985      3.7504     -2.1255      0.0374     -0.8913     13.0198    275.7905      0.7030      0.0025      0.0081     -0.0052    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990    530.0000      110601
  61053.2000    -39.4374      0.4417     81.0227    135.3595   9504.1794    334.7149     41.6179    870.7394    284.6531 999999.9999    253.7819    -45.1704    -41.3966 -12.5616001   4.6108000 306.2040004     -0.6848  36.6497955  -97.458929  9937.58121   124.17440 307.4612012      3.8026     -1.9377      0.4042     -0.7310     12.7874    277.7624      0.6169      0.0027      0.0083     -0.0052    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990    535.0000      110601
  61054.2000    -39.4255      0.4415     80.9883    135.3139   9504.8549    334.7418     41.5489    870.7276    284.6241 999999.9999    253.1286    -45.1940    -41.4191 -12.6664000   4.5740000 304.9920006     -0.5690  36.6504629  -97.460043  9938.10199   124.06440 306.3727979      3.8301     -1.9124      0.5758     -0.4111     12.9347    275.9996      0.5379      0.0028      0.0082     -0.0049    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990    525.0000      110601
  61055.2000    -39.4183      0.4414     80.9601    135.2705   9504.8552    334.7522     41.4617    870.7512    284.6241 999999.9999    254.1596    -45.1496    -41.3769 -12.8480000   4.5328001 303.9528026     -0.5932  36.6511136  -97.461167  9938.74195   123.94840 305.2663977      3.7780     -2.1304      0.6978     -0.1922     13.1897    273.5214      0.5265      0.0027      0.0080     -0.0048    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990    514.0000      110601
  61056.2000    -39.4153      0.4411     80.9103    135.2012   9505.9137    334.7718     41.4628    870.7512    284.5786 999999.9999    255.7418    -45.0909    -41.3211 -12.8336000   4.5220001 303.0992030     -0.4866  36.6517480  -97.462306  9939.51004   123.84000 304.1819995      3.7274     -2.1623      0.8244     -0.1399     13.0138    274.2409      0.4811      0.0027      0.0080     -0.0049    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990    491.0000      110601
  61057.2000    -39.4094      0.4407     80.8304    135.0739   9505.9428    334.7806     41.3879    870.6688    284.5773 999999.9999    250.7524    -45.2734    -41.4947 -13.9772000   4.4396000 301.9924012     -0.6154  36.6523663  -97.463456  9940.39715   123.71320 303.0828004      3.7065     -2.0328      0.7205     -0.1114     12.7767    275.2668      0.4673      0.0031      0.0082     -0.0051    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990    494.0000      110601
  61058.2000    -39.4077      0.4405     80.7774    134.9998   9507.0896    334.7996     41.3448    870.7142    284.5280 999999.9999    253.1515    -45.1878    -41.4132 -17.2647997   4.3628000 300.7392006     -0.4577  36.6529642  -97.464621  9940.92274   123.55240 301.8056008      3.7030     -2.0438      0.2540     -0.2710     12.6253    276.4719      0.3754      0.0031      0.0080     -0.0048    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990    506.0000      110601
  61059.2000    -39.4146      0.4402     80.7290    134.9134   9506.4427    334.7803     41.2372    870.6856    284.5558 999999.9999    251.5328    -45.2466    -41.4692 -21.3547998   4.2172000 299.2763995     -0.9128  36.6535371  -97.465802  9940.86043   123.36920 300.2639981      3.7062     -1.8553     -0.3356     -0.5472     12.2387    281.1114      0.2994      0.0034      0.0082     -0.0049    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990    507.0000      110601
  61060.2000    -39.3973      0.4396     80.6204    134.7433   9506.5017    334.8060     41.0940    870.6721    284.5533 999999.9999    253.6552    -45.1820    -41.4077 -23.9080001   3.9592000 297.4163991     -0.8803  36.6540820  -97.467001  9940.20394   123.18520 298.4699990      3.7263     -1.5594     -0.9876     -0.7870     11.9809    283.9390      0.3142      0.0040      0.0080     -0.0046    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990    481.0000      110601
  61061.2000    -39.3885      0.4393     80.5643    134.6517   9506.1489    334.8135     40.9403    870.5948    284.5685 999999.9999    251.8320    -45.2465    -41.4691 -25.1064001   3.7224000 295.4487998     -1.1884  36.6545930  -97.468221  9938.82848   122.98640 296.5036000      3.7670     -1.5799     -1.6701     -0.8160     12.0371    282.9189      0.3504      0.0041      0.0079     -0.0045    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990    529.0000      110601
  61062.2000    -39.3860      0.4391     80.5406    134.5957   9504.2679    334.7900     40.8294    870.5646    284.6493 999999.9999    257.9227    -45.0308    -41.2640 -25.4143999   3.4964000 293.5688013     -1.2867  36.6550682  -97.469460  9936.81250   122.80600 294.4576001      3.8554     -1.6594     -2.3212     -0.6671     12.0781    282.6337      0.3894      0.0031      0.0081     -0.0046    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       40000    500.0000      110601
  61063.2000    -39.3675      0.4383     80.4007    134.3530   9502.0055    334.7837     40.6401    870.5057    284.7467 999999.9999    258.8107    -45.0026    -41.2371 -25.4631998   3.1848000 291.6224012     -1.1201  36.6555074  -97.470717  9934.13160   122.67080 292.4124012      3.9116     -1.6319     -3.0085     -0.5310     11.8916    282.3585      0.4940      0.0039      0.0080     -0.0047    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990    565.0000      110601
  61064.2000    -39.3633      0.4379     80.3286    134.2181   9500.0079    334.7609     40.5091    870.4570    284.8326 999999.9999    254.8372    -45.1343    -41.3623 -25.5660001   2.9728000 289.5752011     -1.6537  36.6559091  -97.471991  9930.74242   122.57320 290.3248011      3.9088     -1.7005     -3.5974     -0.5778     11.8496    280.0539      0.5030      0.0054      0.0079     -0.0044    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990    508.0000      110601
  61065.2000    -39.3699      0.4377     80.3190    134.1617   9495.9844    334.6932     40.4724    870.4452    285.0058 999999.9999    257.9468    -45.0175    -41.2512 -25.5196001   2.8156000 287.6140007     -1.4940  36.6562721  -97.473284  9926.89684   122.53160 288.1939990      4.0041     -1.7999     -4.0736     -0.3798     11.7808    279.1610      0.5147      0.0042      0.0079     -0.0049    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990    612.0000      110601
  61066.2000    -39.3434      0.4371     80.2304    133.9887   9492.1102    334.6751     40.3919    870.4603    285.1726 999999.9999    261.5352    -44.8829    -41.1234 -25.4515999   2.6084000 285.5180003     -1.7006  36.6565959  -97.474589  9922.55680   122.53160 286.0680019      4.0688     -1.8044     -4.5323     -0.2206     11.5684    277.6795      0.5304      0.0046      0.0078     -0.0051    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990    638.0000      110601
